description,class,grouped_class
يحدد التنظيم الداخلي لمؤسسات التربية والتعليم المتخصصة للأطفال المعوقين.,التضامن,الخدمات الاجتماعية والثقافية
يحدد عدد المناصب العليا للموظفين المنتمين للأسلاك الخاصة بالإدارة المكلفة بالتضامن الوطني بعنوان المصالح غير الممركزة والمؤسسات المتخصصة التابعة لوزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مؤسسات الطفولة المسعفة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء دور الأشخاص المسنين.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء ملحقة لمدرسة الأطفال المعوقين سمعيا.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء ملحقات للمراكز النفسية البيداغوجية للأطفال المعوقين ذهنيا.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعيين أعضاء مجلس توجيه المركز الوطني لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب لمستغانم.,التضامن,الخدمات الاجتماعية والثقافية
يتمم قائمة مصالح المساعدة الاجتماعية الاستعجالية المتنقلة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد كيفيات فتح أقسام خاصة للأطفال المعوقين ضمن مؤسسات التربية والتعليم العمومية التابعة لقطاع التربية الوطنية.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تعيين أعضاء مجلس التوجيه للمركز الوطني لاستقبال الفتيات والنساء ضحايا العنف ومن هن في وضع صعب لبوسماعيل، ولاية تيبازة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد الإعاقات حسب طبيعتها ودرجتها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مركز متعدد الخدمات لوقاية الشبيبة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء مراكز نفسية بيداغوجية للأطفال المعوقين ذهنيا.,التضامن,الخدمات الاجتماعية والثقافية
يضبط الكيفيات المتعلقة بتخصيص مناصب العمل وتحديد الاشتراك المالي ومنح الإعانات قصد تهيئة وتجهيز مناصب العمل للأشخاص المعوقين.,التضامن,الخدمات الاجتماعية والثقافية
"يعدل ويتمم المرسوم التنفيذي رقم 94-310 المؤرخ في 3 جمادى الأولى عام 1415 الموافق 8 أكتوبر سنة 1994 والمتعلق بكيفيات سير حساب التخصيص الخاص رقم 302-069 الذي عنوانه ""الصندوق الخاص للتضامن الوطني"".",التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 04-14 المؤرخ في 29 ذي القعدة عام 1424 الموافق 22 يناير سنة 2004 والمتضمن إنشاء الوكالة الوطنية لتسيير القرض المصغر وتحديد قانونها الأساسي.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تجديد تشكيلة اللجنتين الإداريتين المتساويتي الأعضاء المختصتين بأسلاك موظفي وزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن تجديد تشكيلة لجنة الطعن المختصة بأسلاك موظفي وزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم القرار المؤرخ في 29 ربيع الأول عام 1420 الموافق 13 يوليو سنة 1999 والمتضمن إحداث اللجنة الوطنية لحماية الأشخاص المسنين ورفاهيتهم وتنظيمها وسيرها.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إحداث باب وتحويل اعتماد إلى ميزانية تسيير وزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد تعداد مناصب الشغل وتصنيفها ومدة العقد الخاص بالأعوان العاملين في نشاطات الحفظ أو الصيانة أو الخدمات بعنوان المراكز والمؤسسات المتخصصة الواقعة تحت وصاية وزارة التضامن الوطني والأسرة وقضايا المرأة.,التضامن,الخدمات الاجتماعية والثقافية
يحدد كيفيات تنظيم وتقييم التكوين التحضيري بعد التعيين في المناصب العليا بعنوان الأسلاك الخاصة بالإدارة المكلقة بالتضامن الوطني ومحتوى برامجه.,التضامن,الخدمات الاجتماعية والثقافية
يتضمن إنشاء اللجنة الوطنية لتنسيق نشاطات عشرية المرأة الإفريقية.,التضامن,الخدمات الاجتماعية والثقافية
يعدل ويتمم المرسوم التنفيذي رقم 06-421 المؤرخ في أول ذي القعدة عام 1427 الموافق 22 نوفمبر سنة 2006 والمتضمن إنشاء المجلس الوطني للأسرة والمرأة.,التضامن,الخدمات الاجتماعية والثقافية
